Container,Batch Name,Number of Ballots
Election Day,ED-Panhandle 1 ICP 1 - 0,406
Election Day,ED-Oak 2 ICP 1 - 0,123
Election Day,ED-Oak 6 ICP 1 - 0,103
Election Day,ED-Morrow 1 ICP 1 - 0,374
Election Day,ED-Riverdale 5 ICP 1 - 0,318
Election Day,ED-Lovejoy 7 ICP 1 - 0,477
Election Day,ED-Lovejoy 5 ICP 1 - 0,302
Election Day,ED-Jonesboro 15 ICP 1 - 0,180
Election Day,ED-Oak 4 ICP 1 - 0,270
Election Day,ED-Riverdale 9 ICP 1 - 0,264
Election Day,ED-Riverdale 6 ICP 1 - 0,238
Election Day,ED-Jonesboro 9 ICP 1 - 0,112
Election Day,ED-Jonesboro 21 ICP 1 - 0,364
Election Day,ED-Jonesboro 4 ICP 1 - 0,186
Election Day,ED-Riverdale 1 ICP 1 - 0,288
Election Day,ED-Jonesboro 6 ICP 1 - 0,308
Election Day,ED-Jonesboro 12 ICP 1 - 0,236
Election Day,ED-Jonesboro 17 ICP 1 - 0,245
Election Day,ED-Riverdale 10 ICP 1 - 0,174
Election Day,ED-Ellenwood 2 ICP 1 - 0,476
Election Day,ED-Riverdale 7 ICP 1 - 0,189
Election Day,ED-Riverdale 8 ICP 1 - 0,410
Election Day,ED-Riverdale 11 ICP 1 - 0,264
Election Day,ED-Jonesboro 14 ICP 1 - 0,536
Election Day,ED-Oak 5 ICP 1 - 0,110
Election Day,ED-Riverdale 3 ICP 1 - 0,367
Election Day,ED-Riverdale 2 ICP 1 - 0,355
Election Day,ED-Ellenwood 1 ICP 1 - 0,389
Election Day,ED-Morrow 5 ICP 1 - 0,330
Election Day,ED-Morrow 8 ICP 1 - 0,391
Election Day,ED-Forest Park 6 ICP 1 - 0,140
Election Day,ED-Forest Park 2 ICP 1 - 0,257
Election Day,ED-Oak 1 ICP 1 - 0,255
Election Day,ED-Forest Park 5 ICP 1 - 0,263
Election Day,ED-Morrow 7 ICP 1 - 0,182
Election Day,ED-Lovejoy 6 ICP 1 - 0,458
Election Day,ED-Forest Park 3 ICP 1 - 0,216
Election Day,ED-Morrow 6 ICP 1 - 0,352
Election Day,ICC-Election Day - 1,12
Election Day,ICC-Election Day - 2,16
Election Day,ICC-Election Day - 3,74
Election Day,ICC-Election Day - 4,54
Election Day,ICC-Election Day - 5,71
Absentee by Mail,ICC 1 - Absentee by Mail - 30,1
Absentee by Mail,ICC 1 - Absentee by Mail - 31,1
Provisional,ICC-Provisional - 1,32
